word,Vision,Motor,Socialness,Emotion,Emotion_abs+1,Time,Space
奖励,2.833333333,2.366666667,3.7,3,4,1.066666667,1.3
胖墩,4.033333333,3,1.433333333,-0.4,1.4,1,2.5
便利性,1.8,1.333333333,1.9,1.766666667,2.766666667,1.033333333,1.1
同声,1.966666667,2,2.566666667,0.366666667,1.366666667,1.566666667,1.266666667
紫,4.633333333,1.533333333,1.066666667,0.233333333,1.233333333,1,1.166666667
沿岸,3.433333333,1.6,1.633333333,0.166666667,1.166666667,1.033333333,6.066666667
举动,1.7,1.733333333,2.333333333,0.066666667,1.066666667,1.1,1.466666667
斯文,2.3,2,1.6,1.433333333,2.433333333,1,1.133333333
红烧,3.8,2,1.166666667,0.333333333,1.333333333,1,1.2
怯懦,2.466666667,2.533333333,1.433333333,-2.666666667,3.666666667,1.033333333,1.2
所有者,2.066666667,1.4,3.766666667,0.166666667,1.166666667,1.033333333,1.333333333
表现,1.833333333,1.666666667,1.933333333,0.4,1.4,1.066666667,1.233333333
引入,1.733333333,1.966666667,1.866666667,0.333333333,1.333333333,1.066666667,2.733333333
贸易,3.033333333,1.8,5.2,0.3,1.3,1.1,2.833333333
声誉,2.3,1.333333333,4.6,1.7,2.7,1.033333333,1.266666667
关于,1.2,1.2,1.366666667,0,1,1,1.033333333
斑纹,4.766666667,1.9,1.2,-0.1,1.1,1,1.833333333
团圆,3.133333333,2.5,4.7,3.066666667,4.066666667,1.233333333,2.6
保有,1.466666667,1.466666667,1.533333333,0.466666667,1.466666667,1.066666667,1.2
合法,2.3,1.3,3.7,1.266666667,2.266666667,1.066666667,1.133333333
驱逐舰,5.1,1.6,3.833333333,0,1,1.033333333,4.633333333
一脸,1.633333333,2.3,1.2,-0.033333333,1.033333333,1,1.366666667
火力,2.9,1.966666667,2.3,-0.033333333,1.033333333,1,1.866666667
调停,2.133333333,1.966666667,4.2,-0.533333333,1.533333333,1.5,1.6
赛事,3.266666667,1.733333333,6.133333333,0.6,1.6,1.566666667,2.866666667
牵动,1.966666667,2.5,3,0.233333333,1.233333333,1.1,2.433333333
计量,1.966666667,1.533333333,1.633333333,0.2,1.2,1,1.366666667
不佳,1.466666667,1.5,1.3,-2.2,3.2,1,1.066666667
遨游,2.466666667,2.333333333,1.966666667,1.266666667,2.266666667,1.133333333,4.533333333
防备,2.333333333,2.2,4.333333333,-0.4,1.4,1.1,1.6
报章,2.7,1.6,2.6,0.133333333,1.133333333,1.033333333,1.366666667
加大,1.666666667,1.933333333,1.4,0.333333333,1.333333333,1.033333333,1.533333333
报案,3.366666667,2.366666667,6.033333333,-0.9,1.9,1.3,1.9
共同点,1.766666667,1.333333333,2.6,0.466666667,1.466666667,1,1.2
呀,1.166666667,1.633333333,1.066666667,0.133333333,1.133333333,1,1.033333333
邮进,2.1,1.6,2.266666667,0.133333333,1.133333333,1.1,3.233333333
觅得,1.7,1.933333333,2.4,0.633333333,1.633333333,1.233333333,2.533333333
离,1.533333333,1.866666667,1.633333333,-0.8,1.8,1.033333333,2.4
幽默,2.3,2.066666667,1.866666667,2.366666667,3.366666667,1,1.166666667
曾祖父,3.166666667,1.833333333,5.3,0.4,1.4,2.033333333,1.266666667
行者,2.6,1.533333333,3.1,0.266666667,1.266666667,1.133333333,2.233333333
全校,3.133333333,1.566666667,5.7,0.2,1.2,1,4.566666667
维权,2.666666667,1.9,5.533333333,0.7,1.7,1.1,1.6
互动,2.066666667,2.133333333,5.066666667,0.966666667,1.966666667,1.266666667,2.066666667
修道,2.4,2.066666667,2.9,0.466666667,1.466666667,1.2,3.1
俄,2.733333333,1.233333333,2.2,0.133333333,1.133333333,1,3
贴补,2.466666667,1.8,3.8,1.1,2.1,1.066666667,1.333333333
格外,1.333333333,1.166666667,1.266666667,0.466666667,1.466666667,1,1.1
爆款,2.5,1.8,3.133333333,1.233333333,2.233333333,1.1,1.266666667
生母,2.966666667,1.933333333,5.4,0.7,1.7,1.566666667,1.3
巡演,3.6,2.533333333,5.8,0.666666667,1.666666667,1.7,4.866666667
献,1.833333333,3.1,3.266666667,0.733333333,1.733333333,1.033333333,1.7
家居,4,1.7,2.233333333,0.3,1.3,1.033333333,3.433333333
礼花,5.266666667,3.133333333,1.633333333,1.833333333,2.833333333,1,1.866666667
无穷,1.533333333,1.366666667,1.5,0.366666667,1.366666667,1.433333333,1.433333333
告白,2.9,3.633333333,5.266666667,2.833333333,3.833333333,1.133333333,1.3
同胞,3.266666667,1.666666667,5.733333333,1.3,2.3,1.033333333,1.533333333
儿女,3.433333333,2.166666667,5.566666667,1,2,1.233333333,1.3
满,1.633333333,2.066666667,1.5,0.533333333,1.533333333,1.033333333,1.966666667
俘获,2.6,2.533333333,5.233333333,-0.1,1.1,1.133333333,2.266666667
继位,2.566666667,1.966666667,5.1,0.6,1.6,2.266666667,1.7
生平,1.833333333,1.4,1.8,0.266666667,1.266666667,3.633333333,1.233333333
着实,1.366666667,1.266666667,1.266666667,0.433333333,1.433333333,1.033333333,1.066666667
目光,2.4,3.033333333,1.266666667,0.466666667,1.466666667,1,1.4
内陆,3.3,1.466666667,2.066666667,0.166666667,1.166666667,1,5.566666667
其它,1.166666667,1.2,1.266666667,0.066666667,1.066666667,1,1.033333333
打乱,2.266666667,2.833333333,2.266666667,-1.966666667,2.966666667,1.1,2.033333333
野餐,4.6,3.5,3.6,0.766666667,1.766666667,1.033333333,3.433333333
灰烬,5.266666667,2.2,1.1,-1.1,2.1,1.1,1.7
在所难免,1.366666667,1.133333333,1.5,-0.733333333,1.733333333,1.1,1.066666667
泥土,5.666666667,2.6,1.1,-0.1,1.1,1,2.6
确定,1.433333333,1.266666667,1.333333333,0.666666667,1.666666667,1.033333333,1.066666667
词曲,3.3,1.8,1.766666667,0.433333333,1.433333333,1.033333333,1.3
正是,1.166666667,1.066666667,1.2,0.166666667,1.166666667,1.433333333,1.033333333
工地,4.566666667,1.966666667,2.533333333,0.1,1.1,1,5.933333333
锯齿,4.866666667,3.266666667,1.166666667,-0.333333333,1.333333333,1,2.233333333
警犬,5.6,3.4,2.033333333,0.4,1.4,1,1.8
临近,1.533333333,1.5,1.666666667,0.233333333,1.233333333,3.5,3
滑向,2.433333333,2.866666667,1.433333333,-0.133333333,1.133333333,1.1,4.166666667
长梗,2.366666667,1.366666667,1.266666667,0.033333333,1.033333333,1,1.666666667
时代,1.766666667,1.133333333,2.566666667,0.6,1.6,5.633333333,1.666666667
协同,2.066666667,1.733333333,4.8,1.233333333,2.233333333,1.366666667,1.566666667
震,2.233333333,2.833333333,1.233333333,-0.266666667,1.266666667,1,1.866666667
审视,2.466666667,2.133333333,3.966666667,-0.133333333,1.133333333,1.033333333,1.4
下议院,3.366666667,1.266666667,5.966666667,0.1,1.1,1,3.633333333
和服,4.833333333,2.7,2,0.166666667,1.166666667,1.033333333,1.466666667
顺心,1.9,1.5,1.466666667,2.633333333,3.633333333,1.1,1.2
周年,2.166666667,1.366666667,2,0.266666667,1.266666667,6.7,1.166666667
司空,1.666666667,1.2,2.333333333,0,1,1.2,1.2
国外,2.8,1.433333333,4.3,0.133333333,1.133333333,1.033333333,5.1
闲逸,2.1,1.7,1.7,2.533333333,3.533333333,1.333333333,1.2
东边,2.333333333,2.6,1.233333333,0.166666667,1.166666667,1,5.366666667
南路,2.366666667,1.433333333,1.2,0.066666667,1.066666667,1,5.566666667
下一代,2,1.3,4.5,0.3,1.3,4.666666667,1.2
进军,2.7,1.966666667,5.6,0.3,1.3,1.3,3.8
潜在,1.4,1.3,1.566666667,0.066666667,1.066666667,1.066666667,1.733333333
总面积,2.333333333,1.333333333,1.3,0.1,1.1,1,4.066666667
德,2.166666667,1.233333333,1.9,0.833333333,1.833333333,1,1.666666667
侧,1.533333333,2.266666667,1.2,-0.066666667,1.066666667,1,3.133333333
加热,2.633333333,2.866666667,1.133333333,0.433333333,1.433333333,1.233333333,1.233333333
扎实,1.566666667,1.5,1.366666667,1.9,2.9,1.166666667,1.333333333
跨入,2.033333333,3.433333333,2.066666667,0.333333333,1.333333333,1.233333333,4.2
牡丹,6.066666667,2.2,1.1,1.133333333,2.133333333,1,1.833333333
空军,4.2,2.233333333,5.433333333,0.433333333,1.433333333,1.033333333,3.133333333
搭乘,2.833333333,2.8,3.866666667,0.166666667,1.166666667,1.233333333,4.366666667
色,1.9,1.966666667,1.733333333,-0.5,1.5,1,1.133333333
美化,2.466666667,1.666666667,2.366666667,1.966666667,2.966666667,1.033333333,1.166666667
美誉,2.3,1.466666667,3.833333333,3.2,4.2,1,1.166666667
史前,1.9,1.233333333,2.433333333,0.2,1.2,5.833333333,1.566666667
不符,1.366666667,1.466666667,1.666666667,-1.633333333,2.633333333,1.033333333,1.1
巨头,2.6,1.566666667,4.166666667,0.433333333,1.433333333,1,1.933333333
冷冻,3.8,2.5,1.233333333,-0.533333333,1.533333333,1.133333333,1.733333333
波光,3.466666667,1.533333333,1.133333333,0.266666667,1.266666667,1,2.2
棒,2.966666667,3.7,1.2,1.366666667,2.366666667,1,1.633333333
年时,1.5,1.2,1.333333333,0.166666667,1.166666667,6.133333333,1.233333333
贵妃,4.033333333,2.233333333,4.866666667,1,2,1.233333333,1.3
初期,1.533333333,1.233333333,1.233333333,0.2,1.2,6.266666667,1.333333333
要是,1.1,1.1,1.266666667,0.2,1.2,1.033333333,1.066666667
伤痕,3.933333333,2.566666667,1.366666667,-2.733333333,3.733333333,1,1.6
二十四,2.2,3.4,1.133333333,0.066666667,1.066666667,2.4,1.3
协助,2.266666667,2.066666667,5.366666667,1.333333333,2.333333333,1.133333333,1.466666667
车身,4.166666667,1.966666667,1.166666667,0.066666667,1.066666667,1,3.433333333
性行,1.6,1.166666667,1.666666667,0.2,1.2,1,1.133333333
指控,2.633333333,2,5.666666667,-1.533333333,2.533333333,1.066666667,1.533333333
看守,2.866666667,2.366666667,5.3,-0.366666667,1.366666667,1.233333333,3.7
讣告,3.766666667,1.966666667,4.666666667,-2.633333333,3.633333333,1.333333333,1.8
淡出,1.633333333,1.333333333,1.7,-0.4,1.4,1.266666667,1.766666667
股掌,2.933333333,2.966666667,1.633333333,0.033333333,1.033333333,1,1.6
电极,3.633333333,1.866666667,1.133333333,-0.066666667,1.066666667,1,1.466666667
特区,2.9,1.233333333,4.133333333,0.3,1.3,1.033333333,5.233333333
南区,2.5,1.266666667,2.133333333,0.066666667,1.066666667,1,5.6
光束,4.2,1.966666667,1.2,0.666666667,1.666666667,1.033333333,1.933333333
拼,1.933333333,3.133333333,1.733333333,0.466666667,1.466666667,1.033333333,1.666666667
繁殖,2.933333333,2.333333333,2.533333333,0.466666667,1.466666667,1.3,1.6
五千,2.5,2.933333333,1.1,0.1,1.1,1.3,1.266666667
安抚,2.433333333,3.233333333,4.366666667,1.7,2.7,1.133333333,1.4
荣获,2.066666667,1.766666667,4.066666667,2.933333333,3.933333333,1.233333333,1.2
城镇化,3.2,1.566666667,5.066666667,0.633333333,1.633333333,1.1,3.533333333
专业,1.9,1.466666667,2.566666667,1.233333333,2.233333333,1,1.133333333
准确,1.566666667,1.366666667,1.4,1.6,2.6,1.033333333,1.1
乙酸,3.7,1.333333333,1.1,0.066666667,1.066666667,1,1.233333333
长方形,5.933333333,4.633333333,1.2,0.1,1.1,1,3.666666667
好奇,1.933333333,2.533333333,1.7,0.9,1.9,1.033333333,1.2
额外,1.4,1.433333333,1.566666667,0.133333333,1.133333333,1.066666667,1.3
浮尘,3.9,1.7,1.3,-0.333333333,1.333333333,1,2.2
公认,1.7,1.533333333,4.633333333,0.733333333,1.733333333,1.1,1.4
县志,3.133333333,1.266666667,4.2,0.066666667,1.066666667,1.433333333,1.433333333
口红,5.833333333,5.433333333,1.1,0.533333333,1.533333333,1,1.433333333
招手,3.3,5.633333333,2.933333333,0.533333333,1.533333333,1.066666667,2.533333333
猎杀,3.166666667,2.966666667,4,-2.033333333,3.033333333,1.1,2.9
银牌,5.366666667,2.7,3.366666667,0.933333333,1.933333333,1,1.966666667
语言,2.433333333,1.6,2.933333333,0.066666667,1.066666667,1,1.166666667
陶瓷,5.433333333,2.1,1.133333333,0.366666667,1.366666667,1,2.033333333
菱形,5.666666667,3.933333333,1.1,0.066666667,1.066666667,1,3.266666667
听信,1.9,1.7,4.8,-0.133333333,1.133333333,1.066666667,1.2
及时,1.266666667,1.233333333,1.3,1.1,2.1,5.833333333,1.233333333
翻车,3.433333333,4.266666667,1.7,-2.566666667,3.566666667,1.133333333,3.666666667
惨重,2.033333333,1.7,1.6,-4.1,5.1,1.033333333,1.4
处世,1.866666667,1.5,4.633333333,0.566666667,1.566666667,1.366666667,1.566666667
英亩,2.933333333,1.3,1.166666667,0.1,1.1,1,5.3
作曲,2.7,1.966666667,2.166666667,0.533333333,1.533333333,1.166666667,1.2
蕴含,1.666666667,1.433333333,1.966666667,0.833333333,1.833333333,1.1,1.333333333
用到,1.433333333,1.366666667,1.433333333,0.233333333,1.233333333,1.033333333,1.166666667
青铜,5.133333333,1.666666667,1.233333333,0.1,1.1,1.066666667,1.533333333
激荡,2.1,1.733333333,1.9,0.833333333,1.833333333,1.066666667,1.733333333
切割,2.766666667,3.866666667,1.4,-0.4,1.4,1.1,2.833333333
公文,3.466666667,1.6,4,0.3,1.3,1.033333333,1.366666667
窑,4.433333333,1.766666667,1.666666667,-0.233333333,1.233333333,1.033333333,4.866666667
光子,2.933333333,1.266666667,1.133333333,0.233333333,1.233333333,1,1.2
伦理,2,1.566666667,3.633333333,0.433333333,1.433333333,1.033333333,1.166666667
厂,3.833333333,1.666666667,3.233333333,0.133333333,1.133333333,1,5.366666667
外景,3.033333333,1.633333333,1.366666667,0.7,1.7,1,4.5
一般而言,1.166666667,1.033333333,1.4,0.066666667,1.066666667,1.2,1.033333333
大主教,3.1,1.366666667,5.1,0.133333333,1.133333333,1,1.7
惨淡,1.8,1.466666667,1.333333333,-3.233333333,4.233333333,1.033333333,1.133333333
窥见,2.333333333,2.833333333,2.833333333,-0.7,1.7,1.133333333,2.466666667
赢得,1.866666667,2.033333333,3.733333333,2.8,3.8,1.133333333,1.3
抢险,2.9,2.266666667,4.566666667,-0.433333333,1.433333333,1.333333333,2.833333333
总站,3.066666667,1.333333333,3.6,0.2,1.2,1.033333333,5.066666667
移情,1.9,1.5,4.166666667,-0.966666667,1.966666667,1.1,1.433333333
聚,2.166666667,2.466666667,3.833333333,0.9,1.9,1.1,3.966666667
舆论,2.866666667,1.666666667,5.633333333,-1.066666667,2.066666667,1.1,1.4
悬命,2.233333333,1.433333333,1.866666667,-2.266666667,3.266666667,1.1,1.433333333
交替,2.033333333,2.266666667,2.266666667,0.2,1.2,1.433333333,2.033333333
数据,2.566666667,1.5,1.966666667,0.133333333,1.133333333,1.066666667,1.133333333
钉,4.4,4.066666667,1.1,0.033333333,1.033333333,1,1.633333333
那,1.166666667,1.2,1.233333333,0,1,1,1.233333333
争奇斗艳,2.2,1.733333333,2.533333333,1.433333333,2.433333333,1.066666667,1.366666667
宇文,1.633333333,1.1,1.666666667,0.1,1.1,1,1.133333333
中国工农红军,4.3,1.4,6.166666667,1.366666667,2.366666667,1.166666667,2.066666667
口腔,5.266666667,4.366666667,1.133333333,0.1,1.1,1,2.333333333
佳人,3.2,1.933333333,3.666666667,2.433333333,3.433333333,1.1,1.233333333
交易,2.266666667,2.333333333,5.366666667,0.1,1.1,1.233333333,1.8
兄,2.666666667,1.933333333,4.7,0.3,1.3,1.266666667,1.3
打实,1.533333333,1.633333333,1.733333333,0.5,1.5,1.133333333,1.3
鲜艳,2.733333333,1.7,1.166666667,1.966666667,2.966666667,1,1.266666667
鲜,1.8,1.466666667,1.233333333,1.4,2.4,1.1,1.233333333
本来,1.1,1.066666667,1.233333333,0.133333333,1.133333333,1.933333333,1.066666667
柳暗花明,2.233333333,1.466666667,1.7,2.666666667,3.666666667,1.2,1.9
击毙,3.166666667,4.533333333,4.9,-3.066666667,4.066666667,1.1,1.833333333
电波,2.766666667,1.733333333,1.066666667,0.066666667,1.066666667,1,1.5
蔓延,2.433333333,2.066666667,2.4,-0.4,1.4,1.333333333,3.966666667
建起,1.766666667,1.766666667,2.233333333,0.633333333,1.633333333,1.333333333,3.4
招致,1.633333333,1.633333333,3.366666667,-0.6,1.6,1.2,1.333333333
善,1.766666667,1.566666667,1.866666667,2.966666667,3.966666667,1,1.133333333
阵阵,1.466666667,1.333333333,1.4,0.066666667,1.066666667,1.933333333,1.533333333
推出,1.733333333,2.433333333,2.6,0.466666667,1.466666667,1.2,2.266666667
收,1.666666667,2.566666667,1.7,0.166666667,1.166666667,1.066666667,1.666666667
软禁,3,2.3,5,-3.266666667,4.266666667,1.4,3.666666667
错过,1.766666667,1.666666667,2.6,-1.866666667,2.866666667,1.733333333,1.966666667
乞食,3.2,4.333333333,4.8,-1.9,2.9,1.133333333,2
农居,3.733333333,1.7,3.466666667,0.4,1.4,1.033333333,5
前缀,1.966666667,1.3,1.2,0.066666667,1.066666667,1.2,1.3
丛林,5.266666667,1.933333333,1.266666667,0.366666667,1.366666667,1,5.966666667
恩赐,2.133333333,2.1,5.033333333,2.2,3.2,1.133333333,1.4
彩绘,4.366666667,2.333333333,1.3,0.533333333,1.533333333,1.033333333,1.833333333
东端,1.9,1.566666667,1.2,0.1,1.1,1,5.466666667
葡萄,6.233333333,3.333333333,1.333333333,0.466666667,1.466666667,1.033333333,1.866666667
世界语,2.9,1.3,4.133333333,0.166666667,1.166666667,1,1.833333333
确切,1.333333333,1.2,1.133333333,0.833333333,1.833333333,1.2,1.033333333
师长,3.166666667,1.7,5.466666667,0.333333333,1.333333333,1.133333333,1.4
暗中,1.633333333,1.666666667,1.9,-0.633333333,1.633333333,1.033333333,1.566666667
嘲讽,2.666666667,2.966666667,5.066666667,-2.8,3.8,1.033333333,1.2
并肩,2.6,3.3,4.566666667,1.333333333,2.333333333,1.333333333,2.533333333
滚下,2.3,4.033333333,1.266666667,-0.866666667,1.866666667,1.066666667,4.166666667
西部,2.733333333,1.733333333,2.3,0.066666667,1.066666667,1,5.733333333
册,2.233333333,1.366666667,1.3,0.233333333,1.233333333,1,1.233333333
育人,2.466666667,1.9,5.033333333,1.4,2.4,1.166666667,1.4
小路,4.266666667,1.966666667,1.2,0,1,1,5.033333333
零度,2.733333333,1.766666667,1.033333333,0,1,1,1.266666667
名气,1.933333333,1.333333333,3.666666667,1.633333333,2.633333333,1.2,1.166666667
耐,1.5,1.4,1.433333333,0.4,1.4,1.166666667,1.233333333
左侧,2.066666667,2.6,1.1,0.066666667,1.066666667,1,5
猜想,1.933333333,2.033333333,1.966666667,0.533333333,1.533333333,1.133333333,1.133333333
抄本,3.366666667,1.933333333,1.7,-0.033333333,1.033333333,1.033333333,1.233333333
囚车,5.333333333,2.566666667,4.333333333,-2.4,3.4,1.066666667,4.166666667
开来,1.466666667,1.633333333,1.366666667,0.366666667,1.366666667,1.166666667,2.433333333
赛马,4.566666667,3.9,4.933333333,0.433333333,1.433333333,1.1,4.366666667
上岗,2.533333333,1.8,5.133333333,0.6,1.6,1.4,2.266666667
爱心锁,4.633333333,2.366666667,1.466666667,1.033333333,2.033333333,1.033333333,1.633333333
方,2.033333333,2.2,1.1,0.133333333,1.133333333,1,2
直至,1.2,1.1,1.366666667,0.1,1.1,3.333333333,1.366666667
樱桃,6.233333333,2.7,1.1,0.666666667,1.666666667,1,1.7
助攻,2.333333333,2.333333333,5.366666667,0.966666667,1.966666667,1.1,1.766666667
居于,1.433333333,1.433333333,1.866666667,0.2,1.2,1.033333333,2.966666667
军,3.333333333,1.833333333,4.433333333,0.233333333,1.233333333,1,2.233333333
安神,1.833333333,1.7,1.2,1.666666667,2.666666667,1.033333333,1.166666667
乔木,5.266666667,1.566666667,1.1,0.233333333,1.233333333,1.033333333,3
跑圈,3.7,4.533333333,1.4,0.1,1.1,1.333333333,5.033333333
涌现,1.966666667,2,2.066666667,0.7,1.7,1.433333333,2.5
先民,2.333333333,1.366666667,4.366666667,0.3,1.3,2.666666667,1.266666667
印证,2.233333333,1.666666667,2.6,0.466666667,1.466666667,1.033333333,1.2
生动,1.7,1.466666667,1.5,2,3,1,1.166666667
和平,2.266666667,1.666666667,3.266666667,2.633333333,3.633333333,1.033333333,1.533333333
词典,5.3,2.566666667,1.633333333,0.1,1.1,1,1.366666667
骑马,5.066666667,6.133333333,1.533333333,0.366666667,1.366666667,1.066666667,4.433333333
牵手,4.066666667,6.1,5.266666667,1.8,2.8,1.1,2.4
打算,1.666666667,1.466666667,1.7,0.2,1.2,1.2,1.1
大部,1.733333333,1.2,1.766666667,0.166666667,1.166666667,1,2.066666667
按下,2.033333333,3.3,1.5,0.166666667,1.166666667,1.066666667,1.966666667
公车,4.733333333,2.433333333,3.233333333,0.033333333,1.033333333,1.066666667,3.733333333
英国人,3.666666667,1.733333333,5.2,0.1,1.1,1,1.966666667
硬性,1.9,1.366666667,1.233333333,0.1,1.1,1.033333333,1.133333333
吞,2.433333333,5.266666667,1.2,-0.233333333,1.233333333,1.066666667,2.133333333
坚实,1.833333333,1.666666667,1.366666667,1.533333333,2.533333333,1.033333333,1.4
拉丁语,3.6,1.366666667,3.333333333,0.066666667,1.066666667,1,1.766666667
筹划,2.233333333,1.833333333,4.366666667,0.533333333,1.533333333,1.4,1.533333333
暴,1.666666667,1.8,1.6,-2.6,3.6,1,1.166666667
侏罗纪,3.6,1.5,2.233333333,-0.133333333,1.133333333,5.033333333,1.933333333
出生,2.5,2.366666667,2.2,0.8,1.8,4.566666667,1.233333333
做到,1.5,1.566666667,1.466666667,0.466666667,1.466666667,1.1,1.133333333
演唱会,4.633333333,3.4,5.866666667,1.3,2.3,1.566666667,4.766666667
早晚,1.733333333,1.5,1.333333333,0.066666667,1.066666667,6.3,1.366666667
指引,2.2,2.633333333,3.6,0.6,1.6,1.066666667,3.1
整顿,2.066666667,1.533333333,3.966666667,0,1,1.2,1.766666667
中伤,2.3,1.966666667,4,-2.5,3.5,1.033333333,1.1
布票,3.433333333,1.6,2.4,0.1,1.1,1,1.333333333
道家,3.233333333,1.8,4.766666667,0.066666667,1.066666667,1,1.666666667
日程,2.066666667,1.333333333,1.633333333,0.1,1.1,5.6,1.666666667
明明,1.233333333,1.1,1.233333333,0.1,1.1,1.4,1.033333333
歌坛,3.3,1.8,4.966666667,0.766666667,1.766666667,1.033333333,2.166666667
子宫,4.933333333,2.433333333,1.066666667,0.1,1.1,1,2.6
居高临下,2.333333333,2.4,2.566666667,-0.466666667,1.466666667,1.033333333,3.9
拒,2,3.633333333,3.1,-1.366666667,2.366666667,1.1,1.566666667
迷路,2.8,3.3,1.366666667,-1.733333333,2.733333333,1.2,5
迁都,2.433333333,1.733333333,5.1,0.166666667,1.166666667,1.366666667,5.6
印度,4.466666667,2.066666667,4.933333333,-0.366666667,1.366666667,1,4.333333333
警觉,2.133333333,2.266666667,2.166666667,-0.033333333,1.033333333,1.1,1.133333333
车上,2.833333333,2.3,1.633333333,0.1,1.1,1,4.4
混沌,2.566666667,1.4,1.3,-1.1,2.1,1,1.7
副,1.4,1.266666667,1.466666667,-0.166666667,1.166666667,1,1.266666667
允展,1.566666667,1.133333333,1.466666667,0.3,1.3,1.133333333,1.3
国际,2.6,1.3,5.333333333,0.533333333,1.533333333,1.033333333,3.6
陶钵,4.766666667,1.4,1.133333333,0.166666667,1.166666667,1,1.9
航海家,3.5,1.833333333,4.6,0.5,1.5,1.033333333,2.5
城隍,3.433333333,1.4,3.066666667,0.066666667,1.066666667,1.066666667,4.033333333
更,1.166666667,1.133333333,1.333333333,0.233333333,1.233333333,1.066666667,1.066666667
职场,3,1.466666667,5.5,-0.066666667,1.066666667,1.033333333,2.533333333
魏,2.4,1.2,2.766666667,0.066666667,1.066666667,3.033333333,2.1
笨蛋,3.066666667,2,2.166666667,-2.066666667,3.066666667,1,1.266666667
评,1.8,1.966666667,3.2,0.2,1.2,1.1,1.2
倍感,1.5,1.333333333,1.4,0.7,1.7,1.066666667,1.033333333
东正教,2.933333333,1.266666667,5.233333333,0.033333333,1.033333333,1,2.033333333
阿,1.133333333,1.133333333,1.1,0.1,1.1,1,1.066666667
结成,1.5,1.6,2.7,0.566666667,1.566666667,1.066666667,1.5
可喜,1.766666667,1.866666667,1.8,3.066666667,4.066666667,1.1,1.166666667
沿海,3.833333333,2.133333333,1.433333333,0.333333333,1.333333333,1,5.933333333
新人,2.866666667,1.566666667,4.366666667,0.733333333,1.733333333,2.8,1.3
规范,1.866666667,1.4,2.7,1.433333333,2.433333333,1.066666667,1.1
汉书,4,1.366666667,3.066666667,0.233333333,1.233333333,2.266666667,1.5
奏,2.066666667,2.366666667,2.466666667,0.2,1.2,1.266666667,1.366666667
威武,2.3,2.3,1.766666667,1.433333333,2.433333333,1.033333333,1.3
拆除,2.7,2.966666667,2.4,-1.266666667,2.266666667,1.3,3.033333333
同源,1.8,1.333333333,1.9,0.5,1.5,1.1,1.733333333
场面,1.966666667,1.266666667,2.466666667,0.333333333,1.333333333,1.066666667,3.666666667
转而,1.166666667,1.166666667,1.466666667,0,1,1.366666667,1.433333333
守法,2.3,1.633333333,3.833333333,1.366666667,2.366666667,1.066666667,1.2
攒,2.066666667,2.133333333,1.566666667,0.466666667,1.466666667,1.033333333,1.833333333
轴,3.2,1.8,1.3,-0.033333333,1.033333333,1,2.6
赦免,2.4,1.933333333,5.466666667,1.766666667,2.766666667,1.166666667,1.266666667
爵位,2.9,1.466666667,4.466666667,0.933333333,1.933333333,1.233333333,1.6
伴奏,2.5,2.566666667,3.733333333,0.666666667,1.666666667,1.466666667,1.433333333
王冠,5.1,4.366666667,3.033333333,1.4,2.4,1.166666667,1.933333333
意在,1.366666667,1.2,1.433333333,0.133333333,1.133333333,1.066666667,1.066666667
割,2.566666667,4.4,1.366666667,-0.8,1.8,1.033333333,2.3
虚度,1.733333333,1.566666667,1.4,-1.833333333,2.833333333,1.666666667,1.1
泪流满面,3.733333333,4.6,1.5,-2.1,3.1,1.033333333,1.433333333
化为,1.466666667,1.333333333,1.5,0.033333333,1.033333333,1.233333333,1.166666667
大观,1.766666667,1.233333333,1.7,0.7,1.7,1.033333333,2.133333333
苏军,3.5,1.333333333,5.4,0.066666667,1.066666667,1,2.533333333
乱象,2.2,1.366666667,1.966666667,-2.533333333,3.533333333,1.1,1.766666667
烈士,3.6,1.9,4.866666667,1.2,2.2,1.266666667,1.466666667
重修,2.066666667,1.766666667,2.233333333,-0.066666667,1.066666667,1.9,1.633333333
女排,4.966666667,3.733333333,5.866666667,1.033333333,2.033333333,1,2
慌忙,2.2,2.766666667,1.6,-2.4,3.4,1.3,1.4
战乱,3.5,1.933333333,5.466666667,-4.033333333,5.033333333,1.433333333,3.3
村镇,4.533333333,1.533333333,4.533333333,0.166666667,1.166666667,1,6.133333333
抽屉,5.7,4.7,1.1,0.033333333,1.033333333,1,3.233333333
位移,2.433333333,1.766666667,1.2,0.133333333,1.133333333,1.1,4.566666667
开口,2.2,3.166666667,1.566666667,0.133333333,1.133333333,1.1,1.9
射,2.366666667,5.066666667,1.3,0.133333333,1.133333333,1.066666667,2.966666667
欲,1.5,1.366666667,1.533333333,0,1,1.033333333,1.166666667
贫寒,2.5,1.633333333,1.566666667,-2.833333333,3.833333333,1.033333333,1.266666667
期待,1.9,1.966666667,2.033333333,2.133333333,3.133333333,1.666666667,1.1
反思,1.966666667,1.966666667,1.9,-0.3,1.3,1.1,1.166666667
甘,1.533333333,1.3,1.2,0.566666667,1.566666667,1.233333333,1.166666667
洲,2.866666667,1.3,2.233333333,0.133333333,1.133333333,1,5.4
套餐,3.166666667,2.033333333,1.733333333,0.3,1.3,1,1.533333333
范儿,1.5,1.366666667,1.933333333,0.733333333,1.733333333,1.033333333,1.166666667
