股票代码,会计年度,行业代码,信息含量
002295,2020.0,C32,-0.290880729945974
002296,2020.0,C39,-0.2814534957054652
002297,2020.0,C30,-0.41675634990456684
002298,2020.0,I65,-0.2474994823188507
002300,2020.0,C38,-0.20592670783847877
002302,2020.0,C30,-0.2697626366190261
002303,2020.0,C22,-0.14443502471178263
002304,2020.0,C15,-0.2346621845132965
002305,2020.0,K70,-0.3195334139865376
002307,2020.0,E48,-0.3084277999210695
002308,2020.0,C39,-0.34194675879867625
002309,2020.0,C38,-0.31932092810065144
002310,2020.0,N77,-0.39054249997190466
002311,2020.0,C13,-0.23788195942820006
002312,2020.0,C26,-0.20102390212931193
002313,2020.0,C39,-0.30703511014787893
002314,2020.0,K70,-0.26831871238930416
002315,2020.0,I64,-0.16049375802509377
002316,2020.0,I65,-0.24791487897993605
002317,2020.0,C27,-0.3028255027739992
002318,2020.0,C33,-0.2631731124186939
002319,2020.0,C26,-0.319072356302936
002320,2020.0,G55,-0.23861899110358195
002322,2020.0,I65,-0.2503231958989283
002323,2020.0,E50,-0.2977843508685017
002324,2020.0,C29,-0.14328686024306253
002325,2020.0,E50,-0.24998124768181193
002326,2020.0,C26,-0.30804866656762286
002327,2020.0,C17,-0.413268746667531
002328,2020.0,C36,-0.38127438300823385
002329,2020.0,C14,-0.22538642079424526
002330,2020.0,C13,-0.20720656879346772
002331,2020.0,I65,-0.3026688110386446
002332,2020.0,C27,-0.3037379253882053
002333,2020.0,C32,-0.29099163699783265
002334,2020.0,C38,-0.3665277911367082
002335,2020.0,C38,-0.30498472576029373
002336,2020.0,F52,-0.18039045058877784
002337,2020.0,C35,-0.30492098153093217
002338,2020.0,C40,-0.24399759382977634
002339,2020.0,C38,-0.2767900432836491
002341,2020.0,C26,-0.2666432921479889
002342,2020.0,C33,-0.2613983182126546
002343,2020.0,R86,-0.15985600416354923
002344,2020.0,L72,-0.20645730919486127
002345,2020.0,C41,-0.28497115581683446
002346,2020.0,C38,-0.2902109197330985
002347,2020.0,C34,-0.30629908706673015
002349,2020.0,C27,-0.2828726587686303
002350,2020.0,C38,-0.13742024197215302
002351,2020.0,C39,-0.3216871924626762
002353,2020.0,C35,-0.29279152281424925
002354,2020.0,I64,-0.2590832038626835
002355,2020.0,C36,-0.33967982898032434
002356,2020.0,F52,-0.24708529270123994
002357,2020.0,G54,-0.21084549666931254
002358,2020.0,C38,-0.23287016343998365
002360,2020.0,C26,-0.3089297370931871
002361,2020.0,C26,-0.2892017484557834
002362,2020.0,C39,-0.3348370684341703
002363,2020.0,C36,-0.32240957573422413
002364,2020.0,C38,-0.21676618095924097
002365,2020.0,C27,-0.1913819597501036
002366,2020.0,C35,-0.21640848681762292
002367,2020.0,C34,-0.29691613200452605
002368,2020.0,I65,-0.3429239839932213
002369,2020.0,C39,-0.24983944438069075
002370,2020.0,C27,-0.3609145614929493
002371,2020.0,C35,-0.2579819846237849
002372,2020.0,C29,-0.34108836351948274
002373,2020.0,I65,-0.29069180105669346
002374,2020.0,E48,-0.24129952780722352
002375,2020.0,E50,-0.14484597467151356
002376,2020.0,C39,-0.27281272452293354
002377,2020.0,K70,-0.22224720500421868
002378,2020.0,C32,-0.168575616157231
002379,2020.0,C32,-0.2374101118768157
002380,2020.0,I65,-0.19525686040584078
002381,2020.0,C29,-0.2774637930260394
002382,2020.0,C35,-0.21623780818606736
002383,2020.0,C39,-0.349531091224366
002384,2020.0,C39,-0.26524210042750984
002385,2020.0,C13,-0.3684288429940591
002386,2020.0,C26,-0.35861641494321383
002387,2020.0,C39,-0.25526781301652135
002388,2020.0,C39,-0.31027032027964563
002389,2020.0,C39,-0.2393101541065446
002390,2020.0,C27,-0.2883399016660809
002391,2020.0,C26,-0.35670963793157745
002392,2020.0,C30,-0.23568506496989183
002393,2020.0,C27,-0.3259103523695035
002394,2020.0,C17,-0.2602273191276379
002395,2020.0,C29,-0.18388348949737715
002396,2020.0,C39,-0.2583051238535699
002397,2020.0,C17,-0.18513013676623216
002398,2020.0,C26,-0.19768687531560467
002399,2020.0,C27,-0.1744829395272064
002400,2020.0,L72,-0.1820772984200419
002401,2020.0,I65,-0.3228499638978078
002402,2020.0,C39,-0.2482134438911285
002403,2020.0,C33,-0.22214349819992385
002404,2020.0,C18,-0.1887484214359208
002405,2020.0,I65,-0.33643859412519833
002406,2020.0,C36,-0.21019915413844667
002407,2020.0,C26,-0.24246577351615
002408,2020.0,C26,-0.29710482927273363
002409,2020.0,C26,-0.20618894450874967
002410,2020.0,I65,-0.2534297536511322
002411,2020.0,C27,-0.2787437111965405
002412,2020.0,C27,-0.34593825985484994
002413,2020.0,C39,-0.32990161532358564
002414,2020.0,C39,-0.21403401358135765
002415,2020.0,C39,-0.2848427985714309
002416,2020.0,F51,-0.19420461900778305
002417,2020.0,I65,-0.2204910649699397
002418,2020.0,C34,-0.2459163511383101
002419,2020.0,F52,-0.15033681295743279
002420,2020.0,C29,-0.26594425927802656
002421,2020.0,I65,-0.26166305683128943
002422,2020.0,C27,-0.2959916074994704
002423,2020.0,J69,-0.17198138165709834
002424,2020.0,C27,-0.18680734607204086
002425,2020.0,I64,-0.27639948610518045
002426,2020.0,C39,-0.23801894643120156
002427,2020.0,C28,-0.226731813329896
002428,2020.0,C32,-0.3334722477522611
002430,2020.0,C35,-0.27624174820760095
002431,2020.0,E48,-0.27792445790596887
002432,2020.0,C35,-0.29600834127978715
002433,2020.0,C27,-0.27788270882635047
002434,2020.0,C36,-0.3077146897879879
002435,2020.0,C27,-0.258441441678241
002436,2020.0,C39,-0.13777632691314606
002437,2020.0,C27,-0.2988904346205662
002438,2020.0,C34,-0.3371881863646037
002439,2020.0,I64,-0.19617802120695993
002440,2020.0,C26,-0.3176099840227158
002441,2020.0,F51,-0.2866519642362545
002442,2020.0,C26,-0.2858452533011332
002443,2020.0,C33,-0.34149967141973303
002444,2020.0,C33,-0.1898209440701649
002445,2020.0,R86,-0.3351336654365004
002446,2020.0,C39,-0.36308858330711874
002447,2020.0,I64,-0.29380424925049076
002448,2020.0,C36,-0.22848925663858477
002449,2020.0,C39,-0.22212128982211155
002451,2020.0,C38,-0.3233140371350133
002452,2020.0,C38,-0.3306387174977455
002453,2020.0,I65,-0.18456492981177744
002454,2020.0,C36,-0.38792363415985337
002455,2020.0,C26,-0.30460376631228614
002456,2020.0,C39,-0.226181597086761
002457,2020.0,C30,-0.2851519558696557
002459,2020.0,C38,-0.37548916997983456
002460,2020.0,C32,-0.18404580278422156
002461,2020.0,C15,-0.28173719730520325
002462,2020.0,F51,-0.3390634129428072
002463,2020.0,C39,-0.1832376367618047
002464,2020.0,I64,-0.19082336385131465
002465,2020.0,C39,-0.3284647436888042
002466,2020.0,C32,-0.17973362722337907
002467,2020.0,I64,-0.3126051759015205
002469,2020.0,E48,-0.2843713422072052
002470,2020.0,C26,-0.39875585136888275
002471,2020.0,C38,-0.31060597637417664
002472,2020.0,C34,-0.24121630148302228
002473,2020.0,C38,-0.2217988705435689
002474,2020.0,I65,-0.23667220307540496
002475,2020.0,C39,-0.3428791974151086
002476,2020.0,C26,-0.2890016748029537
002478,2020.0,C33,-0.33620670264081187
002479,2020.0,D44,-0.28753550531896216
002480,2020.0,C34,-0.2066335004297501
002481,2020.0,C14,-0.26805949498022286
002482,2020.0,E50,-0.27564868821944727
002483,2020.0,C34,-0.1995550485427416
002484,2020.0,C39,-0.2771211833760991
002486,2020.0,C18,-0.22398212059349343
002487,2020.0,C33,-0.2754136027008718
002488,2020.0,C36,-0.2065921341505823
002489,2020.0,C21,-0.1424506500435917
002490,2020.0,C35,-0.277815354593179
002491,2020.0,C38,-0.33174643822507377
002493,2020.0,C28,-0.22299685682502168
002495,2020.0,C14,-0.3018147657629545
002496,2020.0,C26,-0.33779981126905506
002497,2020.0,C26,-0.3076301824362775
002498,2020.0,C38,-0.34737200106752764
002499,2020.0,D44,-0.17298243069850927
002500,2020.0,J67,-0.2992459594186163
002501,2020.0,C32,-0.18985252092356228
002502,2020.0,R86,-0.23742742155695834
002503,2020.0,C18,-0.21479103087215057
002504,2020.0,E50,-0.1976729368995861
002505,2020.0,F51,-0.2164044963176405
002506,2020.0,C39,-0.3294412173450851
002507,2020.0,C14,-0.1734808326669699
002508,2020.0,C38,-0.1729973575446338
002510,2020.0,C36,-0.26704052751755736
002511,2020.0,C22,-0.20491942221472856
002512,2020.0,C39,-0.26715002435101654
002513,2020.0,C26,-0.32908775651035127
002514,2020.0,C33,-0.35145552177929607
002515,2020.0,C13,-0.23856104139936452
002516,2020.0,C17,-0.26515721276099186
002517,2020.0,I64,-0.4044124230584056
002518,2020.0,C38,-0.3565179897149704
002519,2020.0,C39,-0.1935099105240327
002520,2020.0,C34,-0.31158017340741745
002521,2020.0,C22,-0.1697186433851392
002522,2020.0,C29,-0.22058463335975254
002523,2020.0,C34,-0.26674889093361015
002526,2020.0,C35,-0.29763512489891364
002527,2020.0,C38,-0.3890600747311187
002528,2020.0,C39,-0.23993437874253226
002529,2020.0,C34,-0.30904602204621856
002530,2020.0,I64,-0.228186831419002
002531,2020.0,C38,-0.2817637318738808
002532,2020.0,C34,-0.29913577967967175
002533,2020.0,C38,-0.19376141860109686
002534,2020.0,C34,-0.23407214636257054
002535,2020.0,C35,-0.37241040660709057
002536,2020.0,C36,-0.2813108113143443
002537,2020.0,C34,-0.24039009137648878
002538,2020.0,C26,-0.21543489920220865
002539,2020.0,C26,-0.2663046757619342
002540,2020.0,C32,-0.3835866450971179
002541,2020.0,C33,-0.29346153721347734
002542,2020.0,E48,-0.24104441180441188
002543,2020.0,C38,-0.30990746153795284
002544,2020.0,I65,-0.32346313908530877
002545,2020.0,C33,-0.24722799202978146
002546,2020.0,C38,-0.2573658982881697
002547,2020.0,C33,-0.22831567354084176
002548,2020.0,C13,-0.1177899635469708
002549,2020.0,N77,-0.36212323936136254
002550,2020.0,C27,-0.36814825637590487
002551,2020.0,C35,-0.3136410768841042
002552,2020.0,C34,-0.2410180773082867
002553,2020.0,C34,-0.3216394677338668
002555,2020.0,I64,-0.18983710688117422
002556,2020.0,F52,-0.2519939575041984
002557,2020.0,C13,-0.32495137213164793
002558,2020.0,I64,-0.2632301504768739
002559,2020.0,C34,-0.2458436496751395
002560,2020.0,C38,-0.2714607921552205
002561,2020.0,F52,-0.20059909115049374
002562,2020.0,C27,-0.2850549766829615
002563,2020.0,C18,-0.20582826800925275
002564,2020.0,E48,-0.25462113112731416
002565,2020.0,C22,-0.13616729315305137
002566,2020.0,C27,-0.24942997040420953
002567,2020.0,C13,-0.21175732135648873
002568,2020.0,C15,-0.2724233220448664
002569,2020.0,C18,-0.09812548255038778
002570,2020.0,C14,-0.2540444728598824
002571,2020.0,C30,-0.29563218125358204
002572,2020.0,C21,-0.12509992343687817
002573,2020.0,N77,-0.23953692113251862
002574,2020.0,C41,-0.20964157059001595
002576,2020.0,C38,-0.435567649361456
002577,2020.0,C39,-0.22391365725377618
002578,2020.0,C32,-0.26268033525354206
002579,2020.0,C39,-0.2669915002675719
002580,2020.0,C38,-0.3476073345570615
002581,2020.0,C27,-0.1814727995689075
002582,2020.0,C13,-0.2717304336658434
002583,2020.0,C39,-0.2786147931484483
002584,2020.0,C26,-0.27051358648078766
002585,2020.0,C29,-0.21870294287913805
002586,2020.0,E48,-0.32239151916272757
002587,2020.0,C39,-0.3565659960085643
002588,2020.0,C26,-0.24306521699312716
002589,2020.0,F51,-0.18274902220789294
002590,2020.0,C36,-0.2520383775339687
002591,2020.0,C26,-0.34997630095042415
002592,2020.0,C36,-0.2064311889820979
002593,2020.0,C36,-0.21334314184690661
002594,2020.0,C36,-0.2933664490142456
002595,2020.0,C35,-0.1651901634562687
002596,2020.0,C30,-0.3068618883631074
002597,2020.0,C14,-0.22907612490847215
002598,2020.0,C34,-0.2836287113484657
002600,2020.0,C39,-0.32052109999052936
002601,2020.0,C26,-0.2671098748289217
002602,2020.0,I65,-0.32416152218908756
002603,2020.0,C27,-0.33359179555475915
002605,2020.0,I64,-0.24440624939634847
002606,2020.0,C38,-0.16087402456039585
002608,2020.0,D44,-0.28391457398289105
002609,2020.0,I65,-0.2008053122039059
002610,2020.0,C38,-0.39456820835803197
002611,2020.0,C35,-0.29909965629272667
002612,2020.0,C18,-0.2702155747632043
002613,2020.0,C35,-0.31149310603009833
002614,2020.0,C38,-0.27378029227661427
002615,2020.0,C33,-0.20024022147585005
002616,2020.0,C38,-0.25612997168335405
002617,2020.0,C38,-0.24700470590026835
002618,2020.0,C39,-0.3021173795093146
002620,2020.0,E50,-0.2809711703528512
002622,2020.0,C38,-0.349062647015482
002623,2020.0,C30,-0.24544751874748288
002624,2020.0,I64,-0.26582801537162404
002625,2020.0,C36,-0.30200866795898945
002626,2020.0,C14,-0.17675954533185562
002627,2020.0,G54,-0.20853277557187166
002628,2020.0,E48,-0.3184795424716246
002630,2020.0,C34,-0.22744674855187003
002632,2020.0,C26,-0.29092697487666175
002633,2020.0,C34,-0.13608665511247023
002634,2020.0,C18,-0.2759905319358689
002635,2020.0,C39,-0.3181442678173231
002636,2020.0,C39,-0.29523788846101967
002637,2020.0,C26,-0.30769296696846116
002638,2020.0,C38,-0.2625741611231823
002639,2020.0,C34,-0.30364079900725544
002640,2020.0,F52,-0.2174921045624473
002641,2020.0,C29,-0.19473449073188953
002642,2020.0,I65,-0.2916498964082481
002643,2020.0,C26,-0.19937809687672792
002644,2020.0,C27,-0.24781060463693524
002645,2020.0,C35,-0.23324428470821462
002646,2020.0,C15,-0.24019390805982713
002647,2020.0,J69,-0.2771915514715021
002648,2020.0,C26,-0.20358041557390627
002649,2020.0,I65,-0.36523019515851346
002650,2020.0,C14,-0.21579163933005488
002651,2020.0,C35,-0.32458874222720807
002652,2020.0,C33,-0.3421314249575023
002653,2020.0,C27,-0.32074230514201535
002654,2020.0,L72,-0.2609586283246208
002655,2020.0,C39,-0.2826832133412114
002656,2020.0,C18,-0.25452339167891297
002657,2020.0,I65,-0.3170432552114696
002658,2020.0,C40,-0.2761229922447194
002660,2020.0,C39,-0.3098924458464647
002661,2020.0,C14,-0.18273694169130167
002662,2020.0,C36,-0.252147932214261
002663,2020.0,E48,-0.27149250117857626
002664,2020.0,C36,-0.29962477368151375
002665,2020.0,C38,-0.2591023882580123
002666,2020.0,C26,-0.23479065167939742
002667,2020.0,C35,-0.27760259322487846
002668,2020.0,C38,-0.21174321449109362
002669,2020.0,C26,-0.3472017138531507
002670,2020.0,J67,-0.29939502815606256
002671,2020.0,C30,-0.3328366935904522
002673,2020.0,J67,-0.24636265438690552
002675,2020.0,C27,-0.36557403388101584
002676,2020.0,C29,-0.26037431875230876
002677,2020.0,C38,-0.27537668793870684
002681,2020.0,C39,-0.2855103315095969
002682,2020.0,G54,-0.24915254966131306
002684,2020.0,C38,-0.31234274573178844
002685,2020.0,C34,-0.24962947797146923
002686,2020.0,C34,-0.3126257986433473
002687,2020.0,C18,-0.2823472107178134
002688,2020.0,C27,-0.22392003656010362
002689,2020.0,C34,-0.19908320206946695
002690,2020.0,C35,-0.3150910408591685
002691,2020.0,C35,-0.23830168221230374
002692,2020.0,C38,-0.25300718045266546
002693,2020.0,C27,-0.32404118797087167
002694,2020.0,C29,-0.21079150333420046
002695,2020.0,C13,-0.2605119987192751
002697,2020.0,F52,-0.28391292318031763
002698,2020.0,C35,-0.2086817150951239
002700,2020.0,D45,-0.19733333065354813
002701,2020.0,C33,-0.3332682592110123
002702,2020.0,C13,-0.22740282773473114
002703,2020.0,C36,-0.33170355049311073
002705,2020.0,C38,-0.29264645169065373
002706,2020.0,C38,-0.2577559292623121
002707,2020.0,L72,-0.25547840322079934
002708,2020.0,C36,-0.2358047635230058
002709,2020.0,C26,-0.30734822213676694
002712,2020.0,L72,-0.34233227049809306
002713,2020.0,E50,-0.3519323267357309
002715,2020.0,C36,-0.3022651247892358
002716,2020.0,C32,-0.26423845959512515
002717,2020.0,N77,-0.1934333475137761
002718,2020.0,C41,-0.1375440642769244
002719,2020.0,C14,-0.2157319982812395
002721,2020.0,C41,-0.2225819868275589
002722,2020.0,C33,-0.28891212153848395
002723,2020.0,C38,-0.2828981844157753
002724,2020.0,C38,-0.33002226201570284
002725,2020.0,C36,-0.31901490684956896
002726,2020.0,C13,-0.21191066344901915
002727,2020.0,F52,-0.2972215989396311
002728,2020.0,C27,-0.3127677003845918
002729,2020.0,C39,-0.3373406698440691
002730,2020.0,C35,-0.3224019376191256
002731,2020.0,C41,-0.20640590668550673
002732,2020.0,C14,-0.33155664144956937
002733,2020.0,C38,-0.20264820021845226
002734,2020.0,C26,-0.26723282844245655
002735,2020.0,C29,-0.23864454229628396
002736,2020.0,J67,-0.2647652330547458
002737,2020.0,C27,-0.36923459015312443
002738,2020.0,C32,-0.2566319586604325
002739,2020.0,R86,-0.24141813259811637
002740,2020.0,C18,-0.22341787824342849
002741,2020.0,C26,-0.2182940795915094
002742,2020.0,C30,-0.32471026995158314
002743,2020.0,C33,-0.30107270246246093
002745,2020.0,C39,-0.30332123878092976
002747,2020.0,C40,-0.3543767080539974
002748,2020.0,C26,-0.24903499319260744
002749,2020.0,C26,-0.3565975144878485
002750,2020.0,C27,-0.3354104541207583
002751,2020.0,C21,-0.17191437122515807
002752,2020.0,C33,-0.2946600113747655
002753,2020.0,C26,-0.405855706967344
002755,2020.0,C27,-0.33817320764743314
002756,2020.0,C31,-0.22859341744589295
002757,2020.0,C35,-0.298431281816644
002758,2020.0,F51,-0.17367953571153522
002759,2020.0,C38,-0.26815457956035016
002760,2020.0,C33,-0.2821860084239324
002761,2020.0,E48,-0.28978925993151616
002762,2020.0,C18,-0.23752923536495169
002763,2020.0,C18,-0.2810760846213356
002765,2020.0,C36,-0.3770270975483957
002766,2020.0,C39,-0.18615807124930167
002767,2020.0,C40,-0.28500249042750075
002768,2020.0,C29,-0.2653563266179757
002770,2020.0,C14,-0.28464069676021353
002771,2020.0,I65,-0.2646338069666021
002773,2020.0,C27,-0.25280044895029263
002774,2020.0,C34,-0.32409728070363836
002775,2020.0,E48,-0.2646830734273422
002776,2020.0,M74,-0.3535634329998242
002777,2020.0,I65,-0.24169033903509912
002779,2020.0,C35,-0.29018696124674753
002780,2020.0,F52,-0.25325083149373345
002781,2020.0,E50,-0.24571572350877438
002782,2020.0,C39,-0.24038430001365474
002783,2020.0,C26,-0.3192409802451567
002785,2020.0,C30,-0.27031417432660665
002786,2020.0,C35,-0.31966545978457966
002787,2020.0,C33,-0.3730136240674907
002788,2020.0,F51,-0.2413074643561093
002789,2020.0,E50,-0.3243492275963453
002790,2020.0,C29,-0.3481396549832284
002791,2020.0,C33,-0.266736554111797
002792,2020.0,C39,-0.44586753260213985
002793,2020.0,C27,-0.3317955657568029
002795,2020.0,C34,-0.15716952125764633
002796,2020.0,C39,-0.3080361378893648
002797,2020.0,J67,-0.33571190008286145
002798,2020.0,C30,-0.300155262648309
002799,2020.0,C22,-0.28094014569450687
002800,2020.0,G54,-0.2827020236514727
002801,2020.0,C38,-0.3750001127180399
002802,2020.0,C26,-0.33150811167946626
002803,2020.0,I64,-0.3342184304607521
002805,2020.0,C26,-0.3276513079680278
002806,2020.0,C39,-0.26031825993798485
002807,2020.0,J66,-0.1516355886315935
002808,2020.0,C34,-0.23878501105361633
002809,2020.0,C26,-0.26341417146169943
002810,2020.0,C26,-0.3284472914209118
002811,2020.0,E50,-0.2688704801403796
002812,2020.0,C29,-0.3153532465738441
002813,2020.0,C39,-0.24400434769276963
002815,2020.0,C39,-0.3125243298319744
002816,2020.0,C34,-0.2226446585039223
002817,2020.0,C27,-0.17592118543502908
002818,2020.0,L72,-0.29639773832259975
002819,2020.0,F51,-0.3151046654928829
002820,2020.0,C14,-0.26364115032202995
002821,2020.0,C27,-0.32636709475210135
002822,2020.0,E50,-0.2285273921789245
002823,2020.0,C38,-0.28239935361560226
002824,2020.0,C32,-0.29472867206538306
002825,2020.0,C29,-0.23530016230766465
002826,2020.0,C27,-0.3931984184143297
002827,2020.0,C26,-0.32563553481546514
002829,2020.0,C39,-0.349070738667009
002830,2020.0,E50,-0.14653177757439634
002831,2020.0,C22,-0.26450699413214823
002832,2020.0,C18,-0.24818127797412484
002833,2020.0,C35,-0.34970634168783377
002835,2020.0,C39,-0.2870894817485047
002837,2020.0,C35,-0.16618526338931044
002838,2020.0,C29,-0.2832057453388607
002839,2020.0,J66,-0.2015284756584558
002840,2020.0,C13,-0.2114483145630623
002841,2020.0,C39,-0.308719799437704
002842,2020.0,C32,-0.14717731484486352
002843,2020.0,C33,-0.37022025288982496
002845,2020.0,C39,-0.14729313877544517
002846,2020.0,C33,-0.23268770876622394
002847,2020.0,C14,-0.2025087684041485
002848,2020.0,C39,-0.3536036638974984
002849,2020.0,C40,-0.3507171951621606
002850,2020.0,C33,-0.19390483831462707
002851,2020.0,C38,-0.2295385549814378
002852,2020.0,C13,-0.3049994509805606
002853,2020.0,C21,-0.34661570787395113
002855,2020.0,C39,-0.3058707850081936
002856,2020.0,E50,-0.24761099364120454
002857,2020.0,C40,-0.3137436874712728
002859,2020.0,C39,-0.2709981601282685
002860,2020.0,C38,-0.37165674990138775
002861,2020.0,C39,-0.3186919819957101
002863,2020.0,C36,-0.26882908447182013
002864,2020.0,C27,-0.35404815824911046
002865,2020.0,C36,-0.2408831860752908
002866,2020.0,C39,-0.3205852744627464
002867,2020.0,C41,-0.24945174925831198
002868,2020.0,C27,-0.2284396531786921
002869,2020.0,C39,-0.39925490799932056
002870,2020.0,C40,-0.25004657592884466
002871,2020.0,C34,-0.32259803589468905
002872,2020.0,F51,-0.19423946088000513
002873,2020.0,C27,-0.2514084512862889
002875,2020.0,C18,-0.25674864499627587
002876,2020.0,C39,-0.3097034075245059
002877,2020.0,C40,-0.24122478548528006
002878,2020.0,L72,-0.2058551303876837
002879,2020.0,C38,-0.3265425135486316
002880,2020.0,C27,-0.2918900561646761
002881,2020.0,C39,-0.2961871145336964
002882,2020.0,C38,-0.26991443362531925
002883,2020.0,M74,-0.24520748825161007
002884,2020.0,C34,-0.2771037684067208
002885,2020.0,C39,-0.4174898014398245
002886,2020.0,C29,-0.32056906856696066
002887,2020.0,N77,-0.2513740798496657
002888,2020.0,C39,-0.22823905206261755
002889,2020.0,L72,-0.24072390479467481
002891,2020.0,C13,-0.33956845599487306
002892,2020.0,C38,-0.268594665144547
002893,2020.0,D44,-0.21669333529061746
002895,2020.0,C26,-0.268856635105945
002896,2020.0,C34,-0.3843396418234719
002897,2020.0,C39,-0.35499060667943816
002898,2020.0,C27,-0.23589778493397662
002900,2020.0,C27,-0.2038372431903446
002901,2020.0,C35,-0.2680631933833087
002902,2020.0,C39,-0.29604011492397797
002903,2020.0,C34,-0.2340429874284148
002905,2020.0,R86,-0.1402579036685977
002906,2020.0,C39,-0.28997170217767365
002907,2020.0,C27,-0.3379202654575427
002908,2020.0,I65,-0.17848325880396168
002909,2020.0,C26,-0.323082975506347
002910,2020.0,C14,-0.2685919203046795
002911,2020.0,D45,-0.3326410968407879
002912,2020.0,I65,-0.2793868954235981
002913,2020.0,C39,-0.2026570398953874
002915,2020.0,C26,-0.3228006162499649
002916,2020.0,C39,-0.29063212928807175
002917,2020.0,C26,-0.2866081674649269
002918,2020.0,C30,-0.28862711032805094
002919,2020.0,C26,-0.21960449511232896
002920,2020.0,C36,-0.30731969369442313
002921,2020.0,C33,-0.2644340734772706
002922,2020.0,C38,-0.3468444341906111
002923,2020.0,C27,-0.36738042173516533
002925,2020.0,C39,-0.279161742143776
002926,2020.0,J67,-0.2751986062888483
002927,2020.0,C38,-0.2013591563298559
002929,2020.0,I65,-0.17738119655360068
002931,2020.0,C35,-0.2509767145792171
002932,2020.0,C27,-0.24993036658806933
002933,2020.0,C37,-0.20640224345557878
002935,2020.0,C39,-0.2673936934719402
002936,2020.0,J66,-0.2291331107922772
002937,2020.0,C39,-0.2737436341697649
002938,2020.0,C39,-0.36397084222214326
002939,2020.0,J67,-0.16158876421959867
002940,2020.0,C27,-0.18094143274430202
002941,2020.0,E48,-0.31228047535481124
002942,2020.0,C26,-0.23931120786059348
002943,2020.0,C34,-0.3595107797123823
002945,2020.0,J67,-0.18204495673704613
002946,2020.0,C14,-0.1126587299679252
002947,2020.0,C39,-0.37396103982921863
002948,2020.0,J66,-0.19622748081806174
002949,2020.0,M74,-0.2635857671428286
002950,2020.0,C35,-0.35312045453398366
002952,2020.0,C39,-0.22241826151975258
002953,2020.0,C38,-0.37110765286635483
002955,2020.0,C39,-0.296569792347601
002956,2020.0,C14,-0.18110406360944978
002957,2020.0,C35,-0.3081194419430905
002958,2020.0,J66,-0.219089554760341
002959,2020.0,C38,-0.3513390886737453
002960,2020.0,C39,-0.22156143372871803
002961,2020.0,J67,-0.22702720322301415
002962,2020.0,C39,-0.3133221305554937
002963,2020.0,E50,-0.2702189277732576
002965,2020.0,C33,-0.29945581690169687
002966,2020.0,J66,-0.2304296729636996
002967,2020.0,M74,-0.18360255795530261
002968,2020.0,K70,-0.2992821690308911
002969,2020.0,C33,-0.29497322030496886
002970,2020.0,C39,-0.24174322834203776
002971,2020.0,C26,-0.3122216723940372
002972,2020.0,C39,-0.32237529840782897
002975,2020.0,C35,-0.27247560238614765
002976,2020.0,C33,-0.28186626286578004
002977,2020.0,C39,-0.1961488759986918
002979,2020.0,C40,-0.18647875109820627
002980,2020.0,C40,-0.2782722259979553
002981,2020.0,C39,-0.28403519584333936
002983,2020.0,C39,-0.3026625628172188
002984,2020.0,C29,-0.30199448887549984
002985,2020.0,C37,-0.2740808795590405
002986,2020.0,C26,-0.28189516026872397
002987,2020.0,I65,-0.18595324174181
002988,2020.0,C32,-0.20122843393123313
002989,2020.0,E50,-0.2837830250202472
002990,2020.0,I65,-0.31019464305191674
002991,2020.0,C13,-0.2765872385920577
002992,2020.0,C39,-0.35353948328313095
002993,2020.0,C39,-0.3077366049317679
002995,2020.0,I64,-0.22858856272903733
002997,2020.0,C35,-0.402558700681718
002998,2020.0,C28,-0.283982576480912
002999,2020.0,F52,-0.16371475004136155
003000,2020.0,C13,-0.29763158088668895
003001,2020.0,E48,-0.24865588458079813
003002,2020.0,C26,-0.34452767998858125
003004,2020.0,I65,-0.3122549862055064
003005,2020.0,I65,-0.3373372533824175
003006,2020.0,C22,-0.21485635488566085
003007,2020.0,I65,-0.12386903653635342
003008,2020.0,M74,-0.25706515952524867
003009,2020.0,C37,-0.3225644416115069
003010,2020.0,I64,-0.26237722317339673
003011,2020.0,C29,-0.21891319982864754
003012,2020.0,C30,-0.25182588889276925
003013,2020.0,M74,-0.2151296965936963
003015,2020.0,C39,-0.24580004978278497
003016,2020.0,C18,-0.35944873213083706
003017,2020.0,C26,-0.21384292448654818
003018,2020.0,C29,-0.29493313632967594
003019,2020.0,C39,-0.3822368047104807
003020,2020.0,F51,-0.22960612344446382
003021,2020.0,C38,-0.25780951143347697
003022,2020.0,C26,-0.22048520985629366
003023,2020.0,C38,-0.19415566642442944
003025,2020.0,C34,-0.3183409254797416
003026,2020.0,C39,-0.23518849082148396
003027,2020.0,N77,-0.07425190723587224
003028,2020.0,C39,-0.2805818944497543
003029,2020.0,I65,-0.3929167213416247
003816,2020.0,D44,-0.31954397892150055
300001,2020.0,C38,-0.2944979371768285
300002,2020.0,I65,-0.3294013802574989
300003,2020.0,C35,-0.31724057949385104
300004,2020.0,C34,-0.26047841336518496
300005,2020.0,C18,-0.31871899672646986
300006,2020.0,C27,-0.29643787594853727
300007,2020.0,C40,-0.18263866536061973
300008,2020.0,E48,-0.25470124915375564
300009,2020.0,C27,-0.3104848193802584
300010,2020.0,I65,-0.1956126596496207
300011,2020.0,C37,-0.2254534365096961
300012,2020.0,M74,-0.19923609469478068
300014,2020.0,C38,-0.2866152696534639
300016,2020.0,C27,-0.258308681187723
